rule,comparison,metric,unit,block_len_days,n_days,n_boot,seed,confidence_level,ci_method,point_diff,boot_mean_diff,ci_lo,ci_hi,frac_resamples_gt0,ci_excludes_zero_95,interpretation,note
④손절25+모멘텀0+회전가드,C-B,sharpe,연율화 Sharpe 차 (무차원),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0431,0.0426,-0.4753,0.4827,0.591,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,C-B,mdd,최대낙폭 차 (-0.05 = 낙폭이 5%p 더 깊음),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0274,0.039,-0.0834,0.1502,0.794,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,탐색 지표 — 블록 연결/경로 재구성에 민감
④손절25+모멘텀0+회전가드,C-A,cum,누적수익 배수 차 (0.1442 = +14.42%p),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.3796,0.3603,-3.4478,4.1441,0.6405,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,C-A,cagr,연복리수익률 차 (0.05 = +5%p),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0572,0.0551,-0.3214,0.4043,0.6405,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,C-A,sharpe,연율화 Sharpe 차 (무차원),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1399,0.1446,-0.4219,0.6785,0.691,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,C-A,mdd,최대낙폭 차 (-0.05 = 낙폭이 5%p 더 깊음),10,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1564,0.027,-0.0925,0.1692,0.6655,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,탐색 지표 — 블록 연결/경로 재구성에 민감
④손절25+모멘텀0+회전가드,C-A,cum,누적수익 배수 차 (0.1442 = +14.42%p),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.3796,0.4714,-3.6072,5.1582,0.639,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,C-A,cagr,연복리수익률 차 (0.05 = +5%p),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0572,0.0617,-0.3313,0.466,0.639,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,C-A,sharpe,연율화 Sharpe 차 (무차원),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1399,0.1462,-0.4121,0.7116,0.6855,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,C-A,mdd,최대낙폭 차 (-0.05 = 낙폭이 5%p 더 깊음),20,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1564,0.0358,-0.0855,0.1679,0.711,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,탐색 지표 — 블록 연결/경로 재구성에 민감
④손절25+모멘텀0+회전가드,C-A,cum,누적수익 배수 차 (0.1442 = +14.42%p),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.3796,0.5478,-1.9853,4.803,0.656,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,C-A,cagr,연복리수익률 차 (0.05 = +5%p),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.0572,0.0613,-0.2232,0.406,0.656,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,C-A,sharpe,연율화 Sharpe 차 (무차원),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1399,0.1327,-0.3578,0.6063,0.7135,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,
④손절25+모멘텀0+회전가드,C-A,mdd,최대낙폭 차 (-0.05 = 낙폭이 5%p 더 깊음),40,752,2000,20260910,0.95,percentile (2.5 / 97.5),0.1564,0.0413,-0.0882,0.1801,0.7265,False,frac_resamples_gt0 = 재표집 2000회 중 차이가 양수로 나온 비율. '진짜 우위일 확률'도 '실전 성공 확률'도 p-value 도 아니다. CI 가 0 을 포함한다는 것은 '이 표본으로는 부호를 가릴 수 없다'는 뜻이며 동등성·무효과의 증거가 아니다 — 동등성을 주장하려면 사전에 정한 동등성 마진과 TOST 같은 절차가 따로 필요하다.,탐색 지표 — 블록 연결/경로 재구성에 민감
